Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
F,23,19,79,77.25,77.25,3,1,1,75,1,0
F,21,18,66,73.75,73.75,1,2,3,67,0,1
F,23,16,61,68.5,68.5,3,1,2,63,0,1
F,22,14,70,77.25,77.25,2,2,3,88,0,0
F,22,4,61,69.0,69.0,4,2,2,76,0,0
F,18,6,72,68.75,68.75,2,1,1,69,1,1
F,23,14,97,70.75,70.75,4,1,1,72,0,1
F,24,11,68,69.75,69.75,2,4,2,90,1,1
F,17,19,97,80.75,80.75,1,4,3,60,1,0
F,21,18,87,70.0,70.0,2,3,1,77,1,0
F,18,5,88,62.25,62.25,2,4,1,85,0,0
F,22,13,66,84.5,84.5,3,3,2,87,0,1
F,18,9,68,83.0,83.0,4,2,1,92,0,0
F,23,8,73,65.75,65.75,2,1,1,91,1,0
F,17,16,71,68.25,68.25,3,3,2,93,1,1
F,21,11,67,91.5,91.5,4,2,1,76,1,0
F,19,14,72,76.25,76.25,2,3,1,76,1,1
F,20,10,86,71.25,71.25,3,4,1,71,1,1
F,20,10,63,53.25,53.25,2,1,2,67,1,0
F,19,2,90,74.5,74.5,2,1,2,72,0,0
F,24,18,96,64.5,64.5,1,2,2,70,1,1
F,21,4,70,74.75,74.75,3,3,2,85,1,0
F,21,3,75,76.0,76.0,4,3,3,66,0,0
F,18,11,68,68.5,68.5,2,3,1,72,1,0
F,21,5,98,56.25,56.25,1,1,3,68,1,0
F,20,12,86,62.25,62.25,1,1,3,69,1,1
F,20,12,69,82.5,82.5,1,4,3,79,0,1
F,18,10,60,62.5,62.5,4,1,3,64,0,0
F,17,9,67,84.0,84.0,2,2,3,81,1,0
F,17,1,89,73.5,73.5,3,3,1,95,0,0
F,17,18,71,59.25,59.25,2,4,2,73,1,1
F,19,18,64,74.5,74.5,3,3,1,78,0,0
F,24,2,90,70.25,70.25,3,2,1,85,0,1
F,18,10,65,63.0,63.0,2,2,2,87,1,0
F,23,8,66,53.25,53.25,3,3,3,91,1,0
F,18,16,79,84.75,84.75,2,3,1,78,1,1
F,19,13,80,83.75,83.75,1,2,3,67,1,1
F,19,16,99,65.5,65.5,4,4,3,72,1,1
F,23,11,97,56.25,56.25,2,4,2,68,1,0
F,17,10,72,62.5,62.5,2,1,1,66,1,0
F,17,7,68,65.5,65.5,4,4,1,84,0,0
F,24,11,75,73.75,73.75,1,2,2,78,1,1
F,22,17,73,76.75,76.75,1,3,1,62,0,1
F,20,5,84,73.0,73.0,2,3,3,83,0,0
F,17,12,71,55.5,55.5,4,1,1,99,0,1
F,22,6,74,78.5,78.5,2,3,2,73,0,0
F,21,9,84,75.75,75.75,4,4,3,79,1,1
F,22,5,63,73.5,73.5,2,1,2,64,0,1
F,17,8,91,78.75,78.75,3,2,2,78,0,1
F,20,4,72,60.0,60.0,3,2,3,65,1,0
F,23,1,93,55.75,55.75,3,4,3,63,1,1
F,18,17,61,73.0,73.0,3,3,2,80,1,0
F,23,17,90,73.0,73.0,4,2,1,73,0,0
F,20,1,78,72.5,72.5,1,1,1,66,0,0
F,19,15,86,62.5,62.5,2,3,2,81,1,1
F,23,13,67,65.75,65.75,1,1,1,66,0,0
F,17,18,86,72.75,72.75,4,2,2,95,1,1
F,24,16,71,66.25,66.25,1,4,1,69,1,0
F,19,16,94,64.0,64.0,3,4,3,70,0,0
F,24,12,80,54.75,54.75,4,2,1,76,0,1
F,21,9,66,71.25,71.25,3,2,1,98,0,0
F,22,3,70,78.75,78.75,4,4,3,91,1,0
F,19,5,70,73.75,73.75,4,2,2,64,0,0
F,24,14,62,72.25,72.25,4,2,3,70,1,1
F,22,7,87,62.0,62.0,2,2,1,81,1,1
F,23,14,84,51.0,51.0,3,3,1,90,0,1
F,24,5,97,61.0,61.0,4,3,2,66,0,1
F,19,12,99,69.5,69.5,3,3,1,90,0,1
F,21,7,76,60.75,60.75,3,3,2,85,0,1
F,19,15,99,62.25,62.25,1,1,2,69,0,0
F,18,2,72,62.25,62.25,4,4,1,73,1,1
F,18,17,62,70.25,70.25,1,3,2,66,1,0
F,22,11,74,71.0,71.0,3,2,3,70,1,0
F,20,1,60,70.5,70.5,3,1,2,81,0,1
F,20,5,99,67.0,67.0,3,3,2,64,1,1
F,21,2,90,59.75,59.75,2,3,3,93,0,1
F,21,7,67,69.0,69.0,4,2,1,65,0,1
F,20,3,90,63.75,63.75,4,4,3,87,1,1
F,23,2,96,72.0,72.0,3,2,3,96,1,0
F,23,10,98,80.5,80.5,1,3,3,84,1,0
F,17,11,62,59.0,59.0,2,2,2,61,1,1
F,21,1,65,77.75,77.75,3,4,1,85,1,1
F,20,18,80,69.5,69.5,1,4,3,79,0,1
F,19,18,61,59.5,59.5,2,3,2,68,1,0
F,22,9,67,65.0,65.0,2,2,1,85,0,0
F,23,14,87,66.0,66.0,3,3,2,62,1,1
F,20,14,91,76.25,76.25,1,2,3,85,0,0
F,23,8,95,73.5,73.5,3,3,2,85,0,1
F,20,13,68,69.25,69.25,4,4,1,92,1,0
F,17,4,84,73.0,73.0,4,2,1,85,0,0
F,18,11,93,64.75,64.75,4,3,2,69,0,0
F,21,18,89,77.5,77.5,2,2,2,73,1,1
F,23,2,76,80.25,80.25,3,1,3,77,0,0
F,22,14,90,81.0,81.0,4,1,1,99,0,0
F,22,2,64,81.5,81.5,4,4,3,70,1,1
F,18,8,63,76.75,76.75,2,2,1,63,1,1
F,24,3,64,61.75,61.75,3,2,2,89,0,0
F,20,18,85,72.0,72.0,2,3,1,90,0,1
F,18,17,77,74.25,74.25,3,1,1,71,0,1
F,17,11,94,53.75,53.75,3,4,1,87,0,0
F,22,1,70,71.5,71.5,3,1,2,63,1,0
F,22,19,66,77.25,77.25,3,1,1,78,1,0
F,21,15,99,67.75,67.75,3,2,1,98,1,0
F,20,9,81,68.0,68.0,3,2,1,90,1,0
F,23,15,68,61.5,61.5,3,2,3,73,0,1
F,19,10,60,72.5,72.5,4,4,1,73,1,0
F,23,19,67,75.75,75.75,3,4,2,75,1,1
F,17,2,66,76.25,76.25,4,4,2,80,1,1
F,24,8,88,80.5,80.5,3,4,1,80,0,1
F,22,15,93,67.0,67.0,3,1,1,74,1,0
F,23,16,76,79.5,79.5,4,2,2,65,1,1
F,22,6,70,68.75,68.75,3,2,1,94,0,0
F,21,19,63,68.25,68.25,4,2,1,86,1,0
F,23,16,90,68.0,68.0,1,2,1,72,1,0
F,23,7,81,66.5,66.5,1,1,2,91,0,0
F,17,16,61,59.5,59.5,2,2,3,85,1,0
F,17,1,70,64.25,64.25,3,2,2,90,1,0
F,23,10,63,67.0,67.0,3,1,2,72,0,0
F,21,12,62,58.75,58.75,1,2,1,65,0,1
F,21,15,62,72.5,72.5,2,4,1,61,0,1
F,23,19,68,68.75,68.75,4,1,1,82,0,0
F,24,14,91,69.75,69.75,4,3,3,74,1,1
F,22,14,63,70.5,70.5,3,2,1,72,0,1
F,21,19,79,69.5,69.5,3,4,2,66,0,1
F,17,7,69,55.75,55.75,3,4,1,85,1,0
F,21,1,71,54.5,54.5,4,3,2,69,0,0
F,17,14,69,65.75,65.75,2,3,3,62,0,1
F,17,17,77,77.25,77.25,1,4,3,72,0,0
F,19,10,88,70.25,70.25,1,4,2,65,0,1
F,24,17,67,83.5,83.5,4,1,3,97,1,1
F,23,8,72,68.75,68.75,1,4,1,97,0,1
F,18,2,96,80.75,80.75,3,4,1,89,0,1
F,19,14,86,62.75,62.75,4,1,3,73,1,0
F,23,10,63,48.75,48.75,3,3,3,61,0,1
F,24,15,62,59.25,59.25,3,1,3,73,0,1
F,17,14,86,81.5,81.5,2,2,3,91,1,0
F,24,15,61,76.25,76.25,4,2,1,81,1,0
F,19,12,77,62.75,62.75,2,2,2,87,0,0
F,20,18,65,59.0,59.0,1,3,3,64,1,0
F,24,12,79,59.5,59.5,2,1,3,62,0,0
F,18,12,70,59.25,59.25,2,4,1,64,1,1
F,20,16,83,66.25,66.25,3,1,1,87,1,1
F,20,6,99,72.25,72.25,1,3,2,71,1,1
F,20,12,89,46.25,46.25,3,2,1,60,0,0
F,20,9,64,68.25,68.25,1,1,1,97,1,1
F,19,6,61,70.25,70.25,3,3,3,78,1,0
F,18,6,71,79.75,79.75,2,4,1,75,0,0
F,24,12,89,55.5,55.5,3,3,3,65,1,0
F,18,19,94,58.0,58.0,2,2,3,87,0,1
F,23,4,71,68.25,68.25,4,3,2,77,0,0
F,19,13,72,69.75,69.75,1,3,3,60,0,0
F,18,1,99,70.75,70.75,3,3,1,85,1,0
F,23,15,73,48.75,48.75,2,4,1,60,0,1
F,20,1,77,71.0,71.0,1,2,3,63,1,1
F,24,15,98,88.75,88.75,4,2,3,91,0,1
F,18,5,82,61.5,61.5,1,3,1,66,1,1
F,19,9,65,73.5,73.5,3,1,1,83,0,0
F,24,16,73,77.5,77.5,1,4,2,63,1,0
F,22,9,91,72.25,72.25,3,2,2,85,0,1
F,24,12,81,82.25,82.25,4,4,1,69,1,0
N,22,18,75,72.5,72.5,2,4,3,76,0,1
F,21,11,60,72.5,72.5,1,1,3,98,1,0
F,24,4,97,62.75,62.75,2,4,3,80,0,1
F,21,14,66,59.5,59.5,1,1,3,85,0,0
F,23,14,82,72.5,72.5,4,1,2,83,0,0
F,24,6,68,72.33333333333333,66.75,1,1,1,65,1,1
F,23,12,85,61.0,62.25,4,2,2,71,1,1
F,20,9,60,43.66666666666666,53.25,4,3,2,62,1,0
F,19,15,72,73.0,73.0,2,3,1,95,1,0
F,19,18,63,62.5,62.5,2,4,1,71,1,1
F,19,12,90,78.75,78.75,4,1,1,83,1,0
F,19,17,88,70.25,70.25,1,2,1,74,0,1
F,18,11,69,66.0,66.0,2,3,2,82,0,1
F,24,10,98,70.75,70.75,1,1,2,88,0,1
F,23,9,75,69.75,69.75,2,1,3,76,1,0
F,20,14,88,83.5,83.5,3,3,1,92,0,0
F,18,14,61,53.75,53.75,3,4,1,97,0,0
F,23,8,67,67.0,67.0,2,4,2,71,0,1
F,22,6,91,66.75,66.75,2,1,2,66,1,1
F,20,3,66,73.25,73.25,3,4,2,71,1,1
F,23,3,85,81.5,81.5,3,3,1,78,1,1
F,19,13,93,66.75,66.75,2,3,1,64,0,0
F,24,18,79,62.0,62.0,1,2,1,69,0,1
F,20,12,75,78.0,78.0,2,2,2,85,0,0
F,23,13,67,73.0,73.0,3,2,1,77,1,0
F,17,15,61,73.0,73.0,2,2,3,67,1,1
F,22,13,72,79.5,79.5,2,1,2,82,1,1
F,23,18,97,68.25,68.25,4,1,2,84,1,1
F,17,3,78,65.25,65.25,3,4,1,81,1,0
F,21,4,95,65.75,65.75,1,1,2,81,0,1
F,24,19,88,75.25,75.25,4,1,3,98,1,1
F,20,9,89,59.5,59.5,2,1,2,71,1,1
F,18,7,70,81.75,81.75,1,2,2,71,1,1
F,21,16,62,64.25,64.25,1,1,3,69,0,0
F,22,14,66,57.5,57.5,1,4,1,88,1,0
F,17,11,61,76.5,76.5,2,3,1,70,1,0
F,22,5,84,54.0,54.0,1,2,2,86,0,1
F,19,4,81,60.25,60.25,2,4,1,73,0,0
F,18,6,89,67.0,67.0,1,4,3,60,1,0
F,19,14,70,74.5,74.5,3,4,1,97,0,1
F,18,17,92,81.25,81.25,3,2,3,62,0,0
F,21,14,91,80.75,80.75,4,4,1,88,1,1
F,17,13,75,46.0,46.0,3,4,3,87,1,0
F,23,12,88,59.5,59.5,3,4,2,91,1,0
F,17,12,83,54.0,54.0,3,1,3,74,1,1
F,21,13,87,68.25,68.25,2,4,1,96,0,1
F,19,1,97,62.0,62.0,3,1,2,80,0,1
F,17,15,63,69.0,69.0,2,1,2,70,1,0
F,18,7,72,74.0,74.0,1,4,1,92,1,1
F,20,5,64,62.5,62.5,3,2,3,60,1,0
F,24,19,77,60.25,60.25,3,1,1,61,1,1
F,21,7,91,59.0,59.0,4,2,2,60,0,0
F,21,16,71,59.75,59.75,4,4,2,81,1,0
F,19,18,77,72.5,72.5,3,1,1,80,1,0
F,20,8,96,56.0,56.0,1,4,2,78,1,1
F,17,12,76,58.5,58.5,3,2,2,70,0,1
F,20,16,77,60.75,60.75,4,3,3,60,1,1
F,20,13,64,64.0,64.0,2,2,1,84,0,1
F,21,8,87,72.0,72.0,1,3,3,83,0,1
F,18,13,68,59.25,59.25,1,4,3,87,0,0
F,23,7,99,69.75,69.75,4,2,2,67,1,0
F,24,13,68,54.75,54.75,4,4,2,90,1,0
F,20,3,74,78.75,78.75,1,1,1,66,1,1
F,21,12,78,73.5,73.5,3,4,1,86,0,0
F,21,19,79,67.0,67.0,1,1,2,80,1,0
F,22,7,92,67.5,67.5,3,4,1,77,1,1
F,24,2,96,77.75,77.75,2,3,1,66,0,0
F,21,9,86,76.25,76.25,4,1,1,84,0,1
F,17,7,73,67.25,67.25,2,4,3,90,0,1
F,22,1,99,70.75,70.75,1,4,3,83,0,1
F,18,8,61,54.25,54.25,3,2,1,77,0,0
F,21,9,79,58.5,58.5,1,1,3,62,1,0
F,17,12,81,58.0,58.0,2,2,3,95,0,1
F,19,7,86,79.25,79.25,4,1,1,76,1,1
F,23,11,62,81.75,81.75,1,2,1,97,0,0
F,24,9,61,66.25,66.25,1,2,1,86,0,1
F,23,7,68,74.0,74.0,1,2,3,94,1,1
F,19,16,92,77.0,77.0,2,3,3,74,0,1
F,20,1,85,58.75,58.75,1,3,3,86,0,1
F,23,4,84,62.0,62.0,2,1,1,89,1,1
F,18,11,97,78.25,78.25,2,1,1,71,0,0
F,23,19,80,51.5,51.5,4,1,3,61,0,1
F,20,6,97,64.75,64.75,1,3,3,85,0,0
F,20,18,97,56.5,56.5,3,3,3,87,1,1
F,21,1,60,62.0,62.0,2,2,3,97,0,0
F,21,13,69,72.25,72.25,3,2,3,75,0,0
F,20,14,93,79.75,79.75,3,3,2,69,1,0
F,22,11,87,74.25,74.25,3,2,3,83,1,1
F,18,13,65,71.25,71.25,2,2,1,70,1,1
F,17,15,85,58.25,58.25,4,4,3,78,0,0
F,18,10,67,73.5,73.5,2,3,1,91,0,1
F,22,13,85,73.25,73.25,3,1,3,66,1,0
F,24,17,78,79.75,79.75,1,3,2,86,1,1
F,21,4,64,54.25,54.25,2,1,1,98,1,0
F,18,17,86,64.25,64.25,3,2,2,80,0,1
F,18,15,65,65.0,65.0,2,1,3,60,1,1
F,20,1,92,59.75,59.75,2,3,2,94,0,1
F,19,5,89,73.75,73.75,2,2,1,91,1,0
F,23,5,98,63.75,63.75,2,2,1,88,0,1
F,21,17,96,73.5,73.5,3,4,1,66,1,0
F,19,2,75,73.5,73.5,4,4,1,92,1,0
F,23,3,81,72.5,72.5,2,4,2,75,1,1
F,21,9,68,73.5,73.5,3,1,3,85,1,1
F,19,19,86,72.75,72.75,4,3,2,60,1,0
F,19,18,83,59.75,59.75,3,3,1,68,0,1
F,22,2,93,56.25,56.25,1,1,3,63,0,0
F,19,16,75,73.5,73.5,1,2,2,70,0,1
F,18,13,74,76.0,76.0,1,3,1,77,0,0
F,23,12,82,57.0,57.0,3,2,3,66,0,1
F,22,17,77,64.0,64.0,2,1,1,91,0,1
F,20,8,66,68.25,68.25,3,4,1,71,0,1
F,24,3,77,67.0,67.0,3,1,1,65,0,1
F,18,12,86,72.25,72.25,4,3,3,84,0,1
F,18,10,71,75.0,75.0,1,2,2,78,0,1
F,18,3,80,74.0,74.0,3,2,3,92,1,1
F,24,11,78,60.5,60.5,3,1,1,96,1,1
F,24,17,93,69.0,69.0,1,3,2,90,1,1
F,18,9,76,81.5,81.5,4,3,2,88,1,1
F,17,5,93,76.5,76.5,3,2,1,99,0,0
F,21,17,98,84.25,84.25,2,1,2,98,0,0
F,22,19,61,65.5,65.5,3,3,1,99,1,0
F,22,9,89,75.0,75.0,4,4,3,87,0,0
F,18,16,63,78.25,78.25,3,1,2,65,1,0
F,18,16,70,76.5,76.5,1,4,3,97,0,1
F,21,15,85,77.25,77.25,3,2,1,87,0,0
F,19,17,78,78.5,78.5,1,3,3,69,0,0
F,18,15,86,72.25,72.25,4,2,2,97,1,1
F,17,7,73,70.25,70.25,4,1,1,88,0,1
F,24,17,63,68.5,68.5,1,3,3,82,0,1
F,19,2,68,65.0,65.0,4,4,1,99,0,0
F,24,7,67,72.25,72.25,3,3,1,94,0,0
F,22,4,67,58.75,58.75,3,2,1,82,0,0
F,24,7,81,79.75,79.75,4,3,2,98,1,0
F,23,10,86,56.25,56.25,1,4,1,78,0,0
F,20,3,84,85.75,85.75,1,2,2,97,0,1
F,18,1,81,68.25,68.25,4,4,2,61,0,0
F,19,7,94,69.0,69.0,1,2,1,78,0,0
F,23,11,79,58.75,58.75,4,4,3,63,1,0
F,19,15,79,85.5,85.5,1,2,3,67,1,0
F,21,13,63,75.25,75.25,3,4,2,76,0,0
F,24,2,75,76.0,76.0,1,3,3,80,0,1
F,18,6,95,72.0,72.0,2,4,1,92,1,0
F,19,18,63,71.5,71.5,4,1,3,72,0,1
F,17,18,92,77.5,77.5,2,4,3,67,1,0
F,17,5,69,72.75,72.75,1,1,1,70,0,0
F,24,9,67,70.75,70.75,4,1,1,74,0,1
F,23,19,65,77.0,77.0,4,3,1,68,1,0
F,20,16,93,70.5,70.5,3,2,3,93,0,0
F,24,7,79,78.75,78.75,1,2,2,73,0,1
F,18,12,65,73.25,73.25,2,1,2,82,1,1
F,18,11,69,66.25,66.25,4,4,1,83,1,1
F,19,3,79,66.25,66.25,2,1,2,74,1,1
F,17,12,88,70.25,70.25,1,3,3,95,1,0
F,21,4,86,65.25,65.25,1,4,3,67,1,0
F,23,7,97,89.0,89.0,2,4,3,89,0,0
F,24,14,61,79.0,79.0,4,1,2,70,1,0
F,22,12,70,73.75,73.75,4,2,3,63,1,1
F,23,4,72,63.0,63.0,2,2,3,60,1,1
F,18,19,82,70.0,70.0,1,4,3,98,1,1
F,24,16,92,62.0,62.0,3,2,2,83,0,1
F,22,3,76,75.75,75.75,3,3,2,86,1,0
F,17,11,93,74.5,74.5,2,4,3,93,1,1
F,19,16,60,66.25,66.25,1,1,3,64,1,1
F,19,14,64,62.5,62.5,3,3,1,67,0,0
F,19,19,81,67.25,67.25,2,2,3,84,0,0
F,20,2,63,53.0,53.0,1,3,2,61,1,1
F,24,11,63,60.5,60.5,1,3,3,73,0,1
F,17,1,83,72.0,72.0,3,3,2,85,0,0
F,23,1,82,73.75,73.75,4,1,3,99,1,1
F,20,1,80,70.0,70.0,1,2,3,89,0,0
F,20,4,94,84.75,84.75,4,3,3,91,1,1
F,24,19,66,66.5,66.5,4,4,2,97,0,0
F,22,3,62,64.5,64.5,4,4,1,82,1,1
F,17,1,76,63.75,63.75,1,4,3,86,0,1
F,20,9,87,59.25,59.25,4,1,2,72,1,1
F,17,6,88,57.75,57.75,3,2,3,81,0,0
F,19,7,76,56.5,56.5,2,4,1,61,1,0
F,24,13,80,75.25,75.25,3,1,2,97,0,1
F,23,16,74,59.5,59.5,4,3,1,79,1,1
F,23,11,73,63.5,63.5,1,4,1,78,0,1
F,20,13,90,78.0,78.0,3,4,1,72,0,1
F,17,9,76,67.25,67.25,2,1,2,80,0,0
F,19,16,78,61.75,61.75,1,3,3,85,1,0
F,19,14,85,76.5,76.5,4,3,3,99,1,0
F,18,4,81,64.5,64.5,2,1,3,61,0,0
F,23,3,80,81.0,81.0,2,2,3,90,0,1
F,19,11,60,63.5,63.5,2,1,2,89,1,1
F,19,12,71,50.75,50.75,4,4,1,90,1,1
F,21,1,86,64.25,64.25,1,1,1,64,0,1
F,21,17,67,73.25,73.25,4,4,2,70,0,0
F,22,9,72,79.0,79.0,4,4,2,99,1,0
F,23,14,97,76.25,76.25,1,2,3,70,1,1
F,18,9,65,63.0,63.0,2,4,2,77,0,0
F,22,1,79,46.75,46.75,3,3,1,72,0,0
F,17,6,98,77.0,77.0,2,1,3,61,0,0
F,20,1,68,58.0,58.0,3,1,2,64,0,1
F,21,6,99,62.0,62.0,2,1,3,62,0,0
F,24,10,94,67.5,67.5,3,2,3,82,0,0
F,21,18,75,74.0,74.0,2,1,2,90,0,1
F,24,5,76,75.5,75.5,3,1,3,76,1,0
F,19,19,77,61.75,61.75,1,1,2,64,0,1
F,20,6,76,64.25,64.25,3,1,2,74,1,0
F,24,7,71,74.25,74.25,2,1,1,89,1,1
F,19,8,91,36.75,36.75,1,2,1,63,0,0
F,18,6,87,47.75,47.75,1,2,1,82,0,0
F,24,19,80,71.0,71.0,4,3,1,75,0,0
F,21,17,91,46.5,46.5,2,1,1,80,0,1
F,23,15,83,66.75,66.75,2,4,3,93,1,0
F,19,7,96,80.5,80.5,1,4,1,83,1,0
F,18,8,94,58.5,58.5,1,1,2,99,1,1
F,22,6,95,69.5,69.5,1,2,1,79,1,0
G,20,1,93,58.25,58.25,2,1,3,79,0,0
F,23,4,86,51.0,51.0,4,2,1,84,0,1
F,19,18,60,71.25,71.25,2,4,1,60,0,1
F,20,13,97,72.0,72.0,4,3,1,69,1,0
F,24,6,98,66.75,66.75,2,2,1,75,1,1
F,23,4,97,72.75,72.75,1,4,2,78,1,0
F,18,17,62,65.75,65.75,1,2,2,73,1,1
F,17,8,86,64.5,64.5,4,2,2,99,0,1
F,24,2,84,72.5,72.5,3,2,3,64,1,1
F,22,19,82,80.0,80.0,3,3,2,71,0,0
F,22,8,64,84.75,84.75,2,4,1,60,0,1
F,23,13,70,79.0,79.0,1,2,1,81,0,0
F,18,16,90,66.75,66.75,3,3,2,99,0,1
F,19,13,73,70.0,70.0,2,2,1,63,1,0
F,19,3,64,81.0,81.0,2,4,3,88,0,1
F,18,7,84,66.0,66.0,3,2,2,79,0,0
F,17,14,93,57.25,57.25,1,1,2,98,1,0
F,19,12,64,77.0,77.0,1,4,3,71,1,0
F,21,1,69,77.5,77.5,4,4,1,97,1,1
F,19,4,94,69.0,69.0,3,4,3,65,0,0
F,19,17,84,88.5,88.5,2,2,1,86,1,1
F,21,1,91,62.5,62.5,4,2,3,91,1,0
F,24,3,88,77.5,77.5,3,2,2,90,0,0
F,18,12,66,80.5,80.5,1,4,3,80,0,1
F,22,14,65,53.5,53.5,3,4,1,98,1,0
F,18,2,78,67.5,67.5,1,3,3,89,0,1
F,20,9,61,63.5,63.5,4,4,3,73,1,1
F,22,10,69,67.0,67.0,4,1,2,65,1,1
F,20,15,60,67.75,67.75,4,1,1,75,1,0
F,23,9,88,64.0,64.0,4,1,1,97,0,0
F,19,4,61,74.75,74.75,3,1,3,83,0,1
F,21,12,88,77.0,77.0,3,2,3,74,1,1
F,17,15,68,82.25,82.25,1,1,2,83,0,1
F,21,11,74,70.25,70.25,3,3,1,83,1,1
F,20,5,69,72.75,72.75,2,3,1,63,0,1
F,20,12,87,72.5,72.5,1,4,1,61,1,0
F,21,5,86,67.25,67.25,2,1,2,87,1,1
F,17,4,77,82.5,82.5,3,3,3,74,0,1
F,22,16,63,73.0,73.0,1,3,2,84,0,0
F,20,1,91,63.25,63.25,3,1,2,62,0,1
F,24,5,71,70.5,70.5,2,2,2,86,0,1
F,20,13,83,70.75,70.75,4,4,3,95,1,0
F,22,5,72,85.0,85.0,3,3,3,80,0,1
F,20,10,83,79.25,79.25,1,3,2,87,0,1
F,21,17,87,68.5,68.5,2,3,2,95,1,1
F,22,1,68,77.25,77.25,4,2,1,88,0,0
F,22,17,88,76.0,76.0,1,3,1,89,0,1
F,24,12,61,70.5,70.5,1,2,2,89,1,1
F,20,4,78,63.5,63.5,3,4,1,65,1,1
F,19,13,78,57.0,57.0,2,4,1,92,1,0
F,21,11,82,54.5,54.5,1,4,2,70,1,1
F,19,1,74,76.0,76.0,4,4,1,97,0,1
F,22,2,70,63.0,63.0,2,3,2,69,0,1
F,23,17,64,76.0,76.0,2,2,2,72,1,1
F,22,13,64,61.5,61.5,1,1,2,72,1,1
F,23,12,98,56.25,56.25,1,2,3,68,0,1
F,17,2,80,73.5,73.5,2,1,1,84,1,1
F,20,7,96,65.0,65.0,2,3,1,86,0,0
F,21,14,89,65.75,65.75,3,1,1,63,0,1
F,22,18,96,71.25,71.25,3,1,1,60,1,1
F,18,11,76,62.0,62.0,1,1,1,61,0,1
F,17,4,83,51.5,51.5,3,1,2,99,1,0
F,17,16,94,62.0,62.0,4,4,2,60,0,1
F,19,16,92,57.25,57.25,1,1,2,67,0,1
F,22,7,83,61.25,61.25,3,4,1,82,0,1
F,20,10,60,80.25,80.25,2,4,3,63,0,0
F,18,4,69,60.25,60.25,2,4,2,69,1,1
F,21,11,99,71.5,71.5,3,1,1,98,0,1
F,21,9,71,57.5,57.5,4,2,3,95,0,0
F,17,14,77,74.0,74.0,2,4,3,83,0,0
F,22,9,98,68.75,68.75,2,4,3,97,1,0
F,23,6,92,89.5,89.5,3,4,2,87,1,0
F,17,14,73,78.25,78.25,1,2,3,65,1,1
F,21,19,85,54.25,54.25,3,3,3,68,1,1
F,19,14,60,77.0,77.0,3,3,1,64,0,1
F,20,12,66,84.0,84.0,4,3,3,66,0,0
F,18,2,81,65.25,65.25,1,1,3,84,0,1
F,18,14,93,64.5,64.5,3,1,2,83,0,0
F,22,9,95,64.0,64.0,1,3,1,86,1,0
F,23,2,80,75.0,75.0,2,3,1,67,1,0
F,24,14,84,67.5,67.5,2,3,3,68,1,1
F,24,17,94,64.0,64.0,3,3,3,95,0,1
F,21,13,78,78.75,78.75,3,4,3,66,0,1
F,21,11,73,56.75,56.75,4,2,2,72,0,1
F,19,6,84,75.75,75.75,2,2,3,94,1,0
F,22,5,98,78.5,78.5,1,2,3,67,0,0
F,24,15,66,69.5,69.5,3,2,2,62,1,0
F,24,3,83,72.75,72.75,3,3,1,75,1,1
F,24,11,92,70.0,70.0,4,3,3,70,0,1
F,22,12,90,67.5,67.5,2,3,2,76,0,1
F,24,2,65,81.0,81.0,1,1,2,83,0,1
F,18,10,88,74.0,74.0,3,3,1,85,1,0
F,17,10,77,88.5,88.5,2,4,1,61,0,1
F,20,19,60,53.25,53.25,3,2,1,90,0,1
F,24,4,64,46.75,46.75,4,1,3,81,0,0
F,18,10,80,70.75,70.75,2,2,2,84,0,1
F,17,12,62,67.5,67.5,2,1,3,85,0,1
F,20,8,65,77.25,77.25,2,4,3,98,1,0
F,24,4,71,72.75,72.75,3,4,2,89,0,0
F,23,5,61,65.75,65.75,2,3,2,79,1,1
F,22,4,94,83.5,83.5,4,2,3,89,0,1
F,20,6,71,73.5,73.5,2,2,3,85,0,0
F,24,6,69,70.0,70.0,4,3,3,98,1,1
F,18,14,91,70.0,70.0,2,4,1,87,0,0
F,20,3,65,77.25,77.25,4,2,1,92,1,1
F,23,19,75,79.0,79.0,4,2,1,96,1,1
F,24,3,92,73.0,73.0,3,4,2,96,1,1
F,22,5,66,68.75,68.75,1,4,3,89,0,0
F,18,19,77,72.0,72.0,2,1,2,86,1,0
F,20,2,82,70.0,70.0,3,2,2,86,1,0
F,19,3,82,59.75,59.75,1,3,3,96,0,1
F,17,14,83,79.25,79.25,2,4,3,61,0,0
F,21,17,66,71.0,71.0,3,4,2,80,1,1
F,17,3,77,62.5,62.5,1,3,2,85,1,1
F,20,2,65,74.75,74.75,2,4,2,83,1,1
F,19,12,95,64.0,64.0,3,2,2,63,1,1
F,24,12,68,72.5,72.5,3,1,1,93,1,1
F,24,12,75,68.0,68.0,4,3,2,67,0,0
F,24,2,67,80.0,80.0,4,3,1,77,1,1
F,17,7,66,60.5,60.5,3,1,2,99,1,1
F,24,12,85,62.0,62.0,4,4,2,92,0,0
F,24,1,68,79.0,79.0,2,3,2,78,0,0
F,24,11,99,60.75,60.75,3,3,3,63,0,0
F,19,8,62,60.25,60.25,4,4,2,65,1,1
F,21,7,80,54.75,54.75,4,4,3,60,1,0
F,17,7,77,74.0,74.0,1,1,1,80,1,0
